user,song,title,play_count,release,artist_name,year
2a8d8ddf8233aeaeb793eeafd72f8361576f8a6c,SOLTOND12A8C13ED7C,Madi Don't Leave,1,Texas,PlayRadioPlay!,2008
9e403bda01b65227106cdadc6c7632acd4ad3048,SOORVTM12A6D4F6EC3,Change (Album Version),1,Where You Live,Tracy Chapman,2005
1f61e6f37b697a8f2e57c1b72dcc14f730245237,SOBOAFP12A8C131F36,Lucky (Album Version),1,We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
9d6465339fc72fc276265c75a7086caceadcd9c6,SOFJIZM12A58A7F878,Sunshine (Feat. Anthony Hamilton) (Edited Album Version),5,Kamikaze,Twista,2004
f6d78516f331c684ee611e07effcb796e94ae456,SOUSOOB12A8C13371F,House Of Cards,30,In Rainbows,Radiohead,2007
7df914ab0741bc946aa0346ca68813806c4a0e2f,SORYRJI12A8C132747,Work It Out,1,Just Like You,Keyshia Cole,2007
23281e2636e31917e5e49e8a0913181157de9b83,SOBDTQO12A8C14120A,Media Vuelta,1,Mexicanísimo,José Alfredo Jimenez;Mariachi Vargas De Tecalitlan,1989
eb3a9a6b4e4ae3e8a2b5d9db34f7716b5ca013b9,SOCHADN12A6310ED94,Move The Crowd,1,Paid In Full,Eric B. & Rakim,1987
4dcd4a37f3437380722602ac7b8c46492d51f352,SOLIAWR12AC9074CE7,Brand New You're Retro,2,Maxinquaye,Tricky,1995
e5f1904c2ce45fb7d2220ec7d08f17e7cb02df3d,SOEGIYH12A6D4FC0E3,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),6,Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
083c32b485423f3a854efdc6c3e042d0f13575da,SOCFPSZ12A6D4FCA89,Staralfur,1,Agaetis Byrjun,Sigur Ros,2002
e9b1119386255f869281e5ca45ff095d6fdb256e,SOWNIUS12A8C142815,McFearless,1,Because Of The Times,Kings Of Leon,2007
e9b1119386255f869281e5ca45ff095d6fdb256e,SOWNIUS12A8C142815,McFearless,1,Because Of The Times,Kings Of Leon,2007
a617ee5554c48e5b1c82519ae8af23db66eef21f,SOHBUFS12A6D4F9B2B,Banquet (Phones Disco Edit),3,Silent Alarm Remixed,Bloc Party,2004
1b68bc9da0f32dfff0481f5c5a813c69e3280cf6,SOBIJDQ12AB018827D,Words And Music,2,Heartbeat Radio,Sondre Lerche,2009
bd86cad8cbff2873f9e267d680829928bad08410,SOEIERG12A8C13CF09,Things I'll Never Say,1,Let Go,Avril Lavigne,2002
d818e8e64b4b9ca9598595dfde40feb12b8a7961,SOIOFZH12A6D4FCE35,Paris_ Tokyo (Explicit Album Version),2,Lupe Fiasco's The Cool,Lupe Fiasco,0
5cc5f07da9a47efd738d336d9e064e034c1773a1,SOJQEQA12A8C134724,Johnny B. Goode,1,Honorary Citizen,Peter Tosh,1983
31a1d2a80ea79f6adabdc04c3614a99628fd4603,SOEBCEH12A8C13BD7C,Moving In The Right Direction,1,The Remix Hit Collection Vol. 1,Count Basic,0
455aea1b04844123cbbb0c634af2a88d938d33d3,SORZJJE12A8C13C51B,Bon Soir Blues,1,The Red Album,The Flying Burrito Brothers,2008
3fcf33339379dd23e5ac169658dc8d16eb4daac4,SOMKRSM12AF72A1B37,Jungle Man,1,What Hits?,Red Hot Chili Peppers,1985
747ff296b69ad02a1ccf1dcd4a2ccf6928b0ee05,SOCOESM12AB01895E5,The Sound of Head on Concrete (Dosh Remix),2,Remix Album,Sole & the Skyrider Band,2009
e6c9e462ff60348405060af7c86643daa8f95d3c,SONNSYV12A8C146BEC,Float On,9,Float On,Modest Mouse,2003
247f346cc8a74b2407329531f424cd59f960faed,SOJCFMQ12A58A77A5A,Rainy Monday,6,Work It Out,Ridin Thumb,0
6e3540b83b56fadd173794f399346afb192eb4ed,SOFNJKF12AF72AAA12,Far Out,1,Night Walker,Herbie Hancock,2000
e630efc3fe82b689ee399bd6d2ff07e1b2df366e,SOEAAEQ12A8AE47F59,Falling Slowly,5,Music From The Motion Picture Once,Glen Hansard and Marketa Irglova,0
e37621fec21c51f694ad97bf422e02498d1b45b4,SOXFSTR12A8AE463B0,The Small Print,3,Absolution,Muse,0
e37621fec21c51f694ad97bf422e02498d1b45b4,SOXFSTR12A8AE463B0,The Small Print,3,Absolution,Muse,0
7f1ffb7dd41ce0c1620d34c476b7a8facfb2d5ab,SOBZCUC12A58A7D9AD,We're Going To Be Friends,1,Sing-A-Longs & Lullabies For The Film Curious George,Jack Johnson,2006
020edee98b8ff432f2da281aedc25356015c6f88,SORWVIM12A6D4FAD61,Eu Quero Um Samba,5,Joao Gilberto,João Gilberto,1973
4fe1c373fae10fbde5e294fd2c606899d92f7eda,SOXRFOK12A58A77CD5,In A Darkened Room,14,Slave To The Grind,Skid Row,1991
141bf240614b14cc833e69865a330ba440879444,SOZBIPY12A58A7B723,Through Blood By Thunder,1,Ritual Of Battle,Jedi Mind Tricks Presents: Army Of The Pharaohs,0
f6d2163abc1a899f3cb87a64cc2c1491b2748f68,SOMWLBO12A67021628,The Fight Song,4,Holy Wood,Marilyn Manson,0
c2b3bbbf608bdd3e94d1acbdb5ad3be303387f5b,SOZUVYE12AB017CA2D,A Whiter Shade Of Pale,1,The Boat That Rocked,Procol Harum,1967
1069d5a8d5953f2f429c624b3050637c3abb8486,SODULCA12A8C143B2F,Transcription Of Organ Music,4,Howl,Allen Ginsberg,1993
36c630c2a934465ac8e0622536509313fccde5fb,SOCRIMS12AB018480A,Conexion Vieja Escuela,1,Volumen Prohibido,Cartel De Santa Featuring Sinful,2007
867fe22468243f10794c25b052bb412a6e425be7,SOAPKSZ12A6D4F8B67,Where We Went Wrong (Album Version),2,Like Vines,The Hush Sound,2006
c5724e2b0086e3a7b9c476f9fd3e3bafc9413dcc,SOWRWEN12AF72A701E,Belief,1,The Village Sessions,John Mayer,0
94ff9981c2d577e3e89fc3234084d6da4c146b2b,SOAQMEC12A67ADD881,Black Cherry,1,Black Cherry,Goldfrapp,2003
d5d98a58af39f673bfa8e6e429ce0b6d1d1e8fce,SOJTQPU12A6D4F5E5E,Mercury Blues,1,Box Set,Steve Miller Band,1968
ac45afd1fe57ebcec7728b7183997851855cee82,SOZURLL12AF72A10F9,All Along The Watchtower,1,Listener Supported,DAVE MATTHEWS BAND,1994
3f7bb2d2ef9f15db74f6b1705b9ea8dbd678be8f,SOQCXSG12A8C13949F,Fortunate Son (Live),1,Live On St. Patrick's Day,Dropkick Murphys,2002
1bf994c8748bb8eea56f4c53b50cdbc17e4eb33b,SOAIPWF12AB01812E1,Flashback,1,Flashback,Calvin Harris,2009
9788400953dc305fb6734fafda99f2ae2bb446fc,SONKNRJ12AB0183216,Pitter-Pat,1,Love_ Save The Empty,Erin McCarley,2009
d1a3351c2dde633d0a0b9514ed2bad0077a6b755,SOASJXP12AB017F297,Don't Touch Me Unless You Are Gonna Play With My Balls,1,The Pinnacle Of Mediocrity,Stunt Rock,0
2553cad0cc2bed0a21580b69324d7f3a70450a97,SOTWNDJ12A8C143984,Marry Me,1,Save Me_ San Francisco,Train,2009
8105cea1c75dac085ed9a363c49628a07c7499e8,SOVYMZI12A58A7A5EB,I'm Back (Album Version),5,Bred 2 Die Born 2 Live,Lil Scrappy,2006
dfee6b73c6847d2d456d19d601a58a6624f18536,SOOSQQF12AB01868EA,R-Evolucion (con La Odysea y Nach) (La Mision),1,R-Evolucion,Arma Blanca,0
b764fb847dac4160798756182dd051cb8c1e6828,SOFXIHO12A8C139E25,The Gates of Delirium  (Previously Unissued),35,Relayer [Expanded],Yes,0
a365db3ee85297fc693b5b8bb22cd9bfbc4ace9c,SOTXFZD12A6D4F73AF,Daytona Demon,6,Original Hits - Rock,Suzi Quatro,1973
21f9acd61def7f7dc25696fac14eb74c2333d665,SODJWHY12A8C142CCE,Hey_ Soul Sister,1,Save Me_ San Francisco,Train,0
3627d75630d1e5c60171e4bcdbef0b291b10eb1b,SOZCBBQ12A8C1302E3,Soon As I Get Home,2,A Collection Of His Greatest Hits,Babyface,1989
b9f24eced8baf111d95a7fc0d02611c40524a021,SODPZHJ12A6D4FA16A,Speak,1,Operation: Mindcrime,Queensryche,1988
1846c97f54ec728c87d83c8deab725116d6b828c,SOXXFFO12AF72AB662,Deeply Disturbed,27,Converting Vegetarians,Infected Mushroom,2002
bee306867077769381fbb85e91c61e94a3675a64,SODYPUW12AF729F2FC,Disconnection Notice,1,Murray St.,Sonic Youth,2002
805f6863004fda0818a370a65fbc89213aaa1c7b,SOYMCQU12A6D4F6FC8,Fire,1,Funk On Fire - The Mercury Anthology,Ohio Players,1974
ef3077dfb9791647240bee0f2dc633e0e9588230,SOUTCRT12A6D4FB234,Certified,1,Street Love,Lloyd,2007
79f21b2eaa5221a4dbcc3f030045be3f6a7a29f7,SOVJUDZ12A8C135BEE,Mr. Mastodon Farm,1,Motorcade of Generosity,Cake,1994
efdd755834c168d3a6d0fba0bd37eb60c9973836,SOGPVQB12A6D4F9CA0,Tetragrammaton,1,Amputechture,The Mars Volta,2006
d5b4b1ea2b26ffcb238bb080bc9453fe32eb0a64,SOXXNPL12AB017DB4A,Ghosts (Demo),7,Lungs,Florence + The Machine,2009
6269fc5766472326c3228f08c7fc930838e89e9d,SOQZWTM12A81C21C4B,Mary And Robin Together,1,The Secret Garden,Zbigniew Preisner,1993
b737440df6b1a9a2db07c52d50ec61269ecc1e9b,SOEQJBS12A8AE475A4,The Funeral (Album Version),1,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
918ee90b2d7c0a1e22d8373c1299d45fa583e115,SOTABFW12AB0182983,Antigeist,5,SKOLD vs. KMFDM,SKOLD vs. KMFDM,0
b864a30cc8da78a4037f33651d84b6e981a20b4a,SOOFVEG12A8C1380D4,Blame It On The Tetons,3,Good News For People Who Love Bad News,Modest Mouse,2004
5382c4e7079e1cd83d0dd3720c150a0e0ed8cac9,SOKXXEW12AB017DD03,Dominion / Mother Russia (Medley),1,A Slight Case Of Overbombing,Sisters Of Mercy,0
cc5236e2cdff5b65ae384492964c0c617572c8dd,SOLFXKT12AB017E3E0,Fireflies,1,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
b62fb0e65b46108261b6c90f39f1bea932f308b1,SOINBEP12AB017FEE1,Island,1,Rules,The Whitest Boy Alive,2009
6b2b88af3c6a6e969bee590ce8d510765a684fee,SOQQQMM12A6310DFCC,(Nice Dream),1,The Bends (Collectors Edition),Radiohead,1995
297818c61a235060e41ef47938a68f49a73606ee,SONHBLY12AB017C860,If You Would Come Back Home,7,The Sparrow And The Crow,William Fitzsimmons,2009
b51fc785ae4a4d542896eabdd7273761a00bcc95,SOVAJLY12A6D4FDC72,Hasta La Vista,1,Camp Rock OST,Jordan Francis/Roshon Bernard Fegan,0
07031bbc055c65395e7a8232f89fd780e21007f1,SOEMLAM12A8C1422C0,Song Against Sex,1,On Avery Island,Neutral Milk Hotel,1996
e00b75acee9f8932d561cfcb4883ef949eeafcf0,SOKLADX12A8C13AA37,Still On My Brain,1,Justified,Justin Timberlake,2002
05a6a17829f6f33678dedbca68e89c81fd638263,SOEXQYM12A6D4F8D53,Milton At Midnight,2,Milton At Midnight,Zero 7,2004
20c247dfdaa497eb5162d6483c9841975ab558f1,SOYYNEM12AB017E037,Courting Blues,2,Sea Sew,Lisa Hannigan,2008
b02e37b66841cec9ad449a177129188fa0d5a0af,SOPSOHT12A67AE0235,Almaz,1,Every Kind Of Mood,Randy Crawford,1986
f1df46798a35d96261fea2e006c5e5a91abba2aa,SODEKCV12AB0180410,Lesbians Love Whale Watching,1,I'm The One That I Want (Live In Concert),Margaret Cho,2001
f5428e9ad15fca6f8b4b22f3cdb0b1c5b43f2c3b,SOAUWYT12A81C206F1,Undo,12,Vespertine Live,Björk,2001
a50a59d626a467a56b64049235a2d7de6678c392,SOEHUXQ12A6D4FC2CA,The Heart Gently Weeps,1,The Heart Gently Weeps,Wu-Tang Clan,0
3e4cd28970f662eb4ff8cc133c11a281df8f0078,SOJDWBH12AB0186232,Shadow Feet,1,Albertine,Brooke Fraser,2006
1a882ea99eb18799498c44548f41492f4c69d11b,SONYZSG12A81C2203D,Such A Shame (Original Version),1,The Very Best Of,Talk Talk,1997
493bdf18de79760ebbb173e43f8518aa0dfaf756,SOAKQZR12AF72AD460,Shadows Of Life,1,Dysfunctional,Dokken,1994
47fc08f0ed5fa9812140ac1b2fc32380ef2ac707,SOSTDVY12AC4686330,Innocence,2,Innocence/Electron,Nero,0
38780262740a81cd053cd8762bfbe66ac96ee2c4,SONICXN12AAA8C6510,Omaha,6,Listen My Friends! The Best Of Moby Grape,Moby Grape,1967
c6bdc996fcd6ea216d229c19a73caac2ab0f8ccc,SOWNVRT12AB0188CA6,She Just Likes To Fight,1,There Is Love In You,Four Tet,2010
f6d215dd760ef55294808369a5a642015aaf9ac1,SOFXHTS12A6D4F78D5,I Am Not My Hair,4,I Am Not My Hair,India.Arie / Akon,2006
426f0cc07e5f8c63089ebd95d7df551fe429dbe6,SOVOOSP12A6310F1AC,Aerodynamic (Daft Punk Remix),2,Daft Club,Daft Punk,2003
e504f8e05b10453f69a593bbb4eba0baa2d11b78,SOCMTYS12A8C14387B,No Encontraras Quien Te Haga el Amor Como Yo,1,El Sentimiento del Latino En Nueva York,Angel Canales,1979
76a4cbe0c1d93f01978c6c3b685d28db6bbc8db4,SOPAYPV12AB017DB0C,You've Got The Love,7,Lungs,Florence + The Machine,2009
aa245bc63c3e334378fbc54bbbde5ae6ba436232,SOHDINX12A58A7AB56,Remain,3,Veneer,José González,2003
e390962ab6f5f07394170733c11491138f10c78a,SOBZYGP12AB0182B29,The Story I Heard,2,3 Rounds and a Sound,Blind Pilot,2008
f760dba6f3da54e05753b6f0a3c99f10bf21623b,SOHTXVR12A8C135799,I Remember (Millions of Dead Cops),23,Millions of Dead Cops / More Dead Cops,MDC,0
6fad01b02eb5bf0ccea2812f9e7588ebc1fcf2ea,SOUFWFG12AC9072C7E,If Looks Could Kill,1,Let's Get Out Of This Country,Camera Obscura,0
ab41de583a8d43d9cc8056a924ba596c42785bc1,SOPCVIN12A58A78FAA,Here Comes My Girl,1,Damn The Torpedoes,Tom Petty And The Heartbreakers,1979
d73727fed502d97fc673f949df631879f162f1a0,SOTYXGB12A8C13C55C,Unloveable,1,The World Won't Listen,The Smiths,1986
2f734e554a564229ea87d2b555101cbd8b229efe,SOCOFMA12AB0187555,tell me,1,presents WAX ON records vol. 3,Marcel,0
3d257235eadd853a6fc16ca5a56c7348f47eef8d,SOWEVBM12A8C13B5B5,You Won't Make A Fool Out of me,1,Float,Flogging Molly,2008
b2a3bade458ff152b000bfb5247da949280e029e,SOVDSJC12A58A7A271,Ain't Misbehavin,2,Summertime,Sam Cooke,0
882a5e40ff058b3d0b7d899252939da78f531b67,SOKYHYL12A8C13D79D,It Was A Good Day,3,Hip Hop - The Collection 3,Ice Cube,1992
4eb0642651e2e3ddd1b0af90eab82e100feb2405,SOYTEMC12A8C14540B,Page One,2,Oakland Zone,Tower Of Power,2003
b199cf8771ffc7ca8e236eb166a8f7617b32f774,SOYXRLS12A8C133AFD,The Miracle In July,4,The Second You Sleep,Saybia,2002
50563f7629c22aa9a9f1a87a15ceb01a23234e28,SOHLCCR12AAF3B3151,freaks,2,mc chris is dead,Mc Chris,2008
fc5e1d19c93f1d2a31ea4afdfabc6aa9cda81b3a,SOTWYQA12A8C13CFB1,Gone Crazy,1,Marcy Playground,Marcy Playground,1997
187d3b576e02a03957ffe82ef2cd0ffc805e833b,SODWLOQ12AB017EC73,Till The Sky Falls Down,2,Till The Sky Falls Down,Dash Berlin,2007
96d9e7bb8082ef91fa229ec2d5f56050555675e5,SOJGZFQ12AF72A41B2,Time (featuring Corey Harris & Ranking Joe),1,Dub Side Of The Moon,Easy Star All-Stars,2003
3b08fd515b64b58b4c024f2b08dcf30f108a5bce,SOPFUBI12A58A79E33,Pink Cloud Tracing Paper,1,Citrus,Asobi Seksu,2006
4e254e8f956045492783a56c1064b911ea6364b2,SONNBNN12AC468DBDF,Raptus,2,Witchcult Today,Electric Wizard,2007
2538cc4859bbe946991a14810867aefa19c2c542,SOQBRNL12A8C136160,Shelter Me,3,Gold,Cinderella,0
c5d1a2a3f072c5faf9b483b83ffbd92c914fe299,SOZFICM12AB0186A1E,Minnie The Moocher,2,TPH Production Perform The Blues Brothers,The Blues Brothers,1998
716081ef8a3724c36650e42d3f836f7702fd79d7,SOOQHWP12A670208BF,Bloodstream,7,Bloodstream EP,Stateless,2005
646e6b874b8fdc23193b337831b076fce998e973,SOIYIMC12AC9097E45,Common Denominator,4,My Worlds,Justin Bieber,2009
0dc487d943374fa5c0f6901dd16c501dc04298dd,SOXAFQB12A6D4F476F,Way Away,2,Way Away,Yellowcard,2003
bf4dcf1178918733c6c2eb4b2de3a3e4720f0a90,SOODWNJ12AC4688DA4,Evidence,1,This Is It: The Best of Faith No More,Faith No More,1995
26512a659555ff8022b99f6fe308ea690b845e11,SOVSBMS12A6D4F4535,The Art Of Losing,4,The Art Of Losing,American Hi-Fi,2003
cae254cb827b225adb94173a056a361c875e20c1,SOWQJUV12A6701FA45,Sour Times,1,Dummy,Portishead,1994
6a62c0a5e98db717b287511c5f3e45931c19627d,SOVMTWA12A6D4FB669,Pablo Picasso/Mary Lou (Live),1,Circus Live,John Cale,0
3f47637cff4bfa41ae0f5179b699ac271a431c8f,SOCRGHN12AF729DFD1,Speak,1,Speak,Lindsay Lohan,2004
93846226d94127bf442216b923ce2a0cf90b385c,SOURWFF12A6D223BE7,Music Is The Key,10,Key To My Soul,Sarah Connor / Naturally 7,2004
b21a1c3bd85f801f8a733dd0be2bfedc30b6fe67,SOGYSFS12AB0183B52,Cancun,1,WicketWorldWide.COM,Natas,0
05d17da4fcce602705f44785fa7b8e002c5b90ea,SOMZIYZ12AB018C622,Strong Will Continue,1,Distant Relatives,"Nas / Damian ""Jr. Gong"" Marley",0
e666758e7481b258efa469c37442d7f4c8fd5c57,SOMUTIY12AF729DD11,Trying To Pull Myself Away,1,Music From The Motion Picture Once,Glen Hansard,2007
5039bca6f4ef09c9a7a17457a7deb104d9ad0443,SOVGSEL12A8C141591,Blind,1,Lifehouse,Lifehouse,2005
79c355b6646bf7fddd27a780a3eadd3ad2a62a36,SOQQQMM12A6310DFCC,(Nice Dream),1,The Bends (Collectors Edition),Radiohead,1995
bb1e1ba6618330623fd74d5ebcca25c6236e28be,SOXCEYU12A6D4F3E70,Born To Be Wild,1,Best Rock Anthems.....Ever!,Steppenwolf,1968
ecfed28a9911ed58113d8e919e8ac0690f50b8f1,SOZWQWC12AF72AAA2C,Shakawkaw,5,Converting Vegetarians,Infected Mushroom,2003
87c056ddeba6a0af0c4d924594a0d24d396ed72c,SODTWZD12AB01861FF,Lahen Al Wafaa,3,The Nightingale 4,Abdel Halim Hafez,0
b07c552299cd81b74113ab6d15a5d937d53ce8c6,SOIIEAZ12AB01853F8,They,8,Finally Woken,Jem,2003
fce1d23959ecb9ee6392202cf66da40d18112075,SOVPUCY12AB0187937,In My Heaven (Album Version),3,The Dreamer,Blake Shelton,2003
965208142e743a53c128a8843758dc92f96ec3c6,SOFEGST12A58A7D682,Oxford Comma (Album),4,Vampire Weekend,Vampire Weekend,2007
381329a1eedc4035dd78176730793785e0549ae2,SOZLOCQ12AB018775F,I Ran,1,The Best Of,A Flock Of Seagulls,1982
f620d7c69efca9c8260c1d0ff0d481e67776cac4,SOBDRND12A8C13FD08,Sun Hands,1,Gorilla Manor,Local Natives,2009
090f0e0d246634416ea641942fed3aa0662408e7,SOMWMMX12A6D4F842A,Happy Birthday To Me [Feb 15],5,Noise Floor [Rarities 98 - 05],Bright Eyes,0
be3a5d93a43332e272990b4a308c6f40e9bcf605,SOIZAZL12A6701C53B,I'll Be Missing You (Featuring Faith Evans & 112)(Album Version),3,No Way Out,Puff Daddy,0
08bd47a610313fc2e32fd2059da8e27243e6ed4b,SOPQJAZ12A6310F168,Who Wants To Live Forever (With Commentary),1,Absolute Greatest (Includes track by track commentary),Queen,2009
a4183745786c02e52ecd72877d083e86ddfe9b83,SODXVUS12A8AE46D63,Lanbi-la brilé,11,Saga,Kassav',2009
8ee890957366ce0353b440d93fc04ded0f85a0f7,SOAGVMD12A6D4F7E2A,Un Giorno Per Noi (Album Version),4,Awake,Josh Groban,2006
e65f28e824eff74d71b0bf2212bce2d58af50689,SOWWWOW12A6D4F7815,I Want Tomorrow,1,The Celts,Enya,1987
5ab99181f8083f1d6e3fdfe2b1feb059cf1d5c85,SODMXNY12A6D4F7A70,Listen To Her Heart,3,Greatest Hits,Tom Petty And The Heartbreakers,1978
ce897a6ee79ee55b37ca8e8d7e25fd2d61f1da76,SOXDRDR12AB0182FF3,Symphonies,2,Un,Dan Black,2009
cc3772225a39a29bc395385722e0f494c14f2337,SOOQMWD12AB018504E,Mr. Turu,1,Cutecumber EP,The Seekers,0
64d8bb59a74daeade8862c6969cd234b26a4f883,SOSLQQJ12AB017BDCC,Sleepyhead,3,Manners,Passion Pit,2008
865b8bd4a6f5e0c8b03bdbeb018a3df1ef75e145,SOZQBXQ12A58A7A768,Mass,1,Beyond Words,Bobby McFerrin,2002
4f1ae6ea5f49ab14aaaa6d26c25d9c4d34dad3ac,SOFONIA12A8C1402CF,Old Flame,1,EP,Arcade Fire,2003
848b9f10f17e2f4f26d638a5518b555f14e395be,SOSNOSA12A67ADA05B,Woman,2,NME Presents Essential Bands 2006,Wolfmother,2004
b40ff88fa8a378116718806d368e58d9662c39dd,SOFPEZR12A67021B80,Power Of Soul,1,Live At The Fillmore East,Jimi Hendrix,1970
943591f40db96ea5b4f1cc0983301a989a0d42b3,SOSROFB12AAF3B4C5D,You Belong With Me,2,Fearless,Taylor Swift,2008
b52f6ef93c88059bab24eae0d31a8f0ded8a52a8,SOZDTJE12A6701F2FE,For Once In My Life (Album Version),1,Michael Bublé,Michael Bublé,2003
e5ae5b564c0465d5b03838c2ed6e04a52f88ced9,SOBNTMC12A6D4FA422,Back To School (Mini Maggit) (LP Version),1,White Pony,Deftones,2000
9f642fa80d2909159c912424e6adde2f3b8f5c52,SOCNYRG12AF72A6FFC,Don't Let Me Stop You,3,All I Ever Wanted,Kelly Clarkson,2009
59b58c38bb91c56122dddf2e68f10f4e5feceed4,SOQZYQH12A8AE468E5,Better To Reign In Hell,6,Damnation And A Day,Cradle Of Filth,2003
23c8d20f549cbb62cdbc11f1fcafe385c66e2d65,SORKQHD12A8C137823,Because,2,the bird and the bee,the bird and the bee,2007
d817129cba1896e927dc9342982ac564688e3f25,SOBMIPX12A6701C7A7,Move On,1,No Doubt,No Doubt,1992
8c032271b54477ed8283bd6d0206f883504e7b81,SOTCWRK12AB017E47D,Jambalaya,6,Best of the Bayou Blues,Tab Benoit,2006
b1b3c5ca963ed7ef42222019f50ca2a6ec22c164,SOXLOVY12AB018156D,When You Say Nothing At All,1,Now That I've Found You - A Collection,Alison Krauss,1995
6b69312302d99a391d4e3225a40835b1085c847a,SOSBPCO12AB017F3D5,Eat the City_ Eat it Whole,2,And So I Watch You From Afar,And So I Watch You from Afar,2009
d0a5f6d99b22ea953676c98a2086ea4facfab381,SOEGZHJ12A8C1443E0,Shadows Of Ourselves,1,The Mirror Conspiracy,Thievery Corporation,2000
9c72021bf59475c30de9e9ebc12106cf985f6ef7,SOQWEQS12AB017C480,Can't Take My Eyes Off Of You,2,Double Gold - Le Double Album d'Or,Gloria Gaynor,2001
ae79f44d219cab803fd45971e440b89c1d909c08,SOSXLTC12AF72A7F54,Revelry,1,Only By The Night,Kings Of Leon,2008
81f23b64bf43a48f242a61f2bf950b4fb94ad724,SOLQNHQ12AB01876C0,Jazz Thieves,2,Ultra,Depeche Mode,1997
71b57de90d136d66457004a32fcbcfe37468eca8,SOADJQJ12A8C141D38,Halo,3,Halo,Beyoncé,2008
82160ce438f928f8508c8f07e66068169a72f7ff,SOBOSGD12A6D4F75C0,Kelma,13,Made In Medina / Ole Ole,Rachid Taha,1995
dc8952265f5f847ebfc42bc18cb00910d991da4d,SOCDQPS12A58A78C9D,In Another Life (Album Version),3,Hook Me Up,The Veronicas,2007
a36cbaec7798da9ceccfac595be1bbef7886b0e4,SOLHNIL12AC9097A14,Psycho,1,Maintaining My Cool,The Sonics,1965
9bc833d518ae5b1768f81133ff6581080638e413,SOOUGYY12A6D4F9EC7,Child Song,2,Ma Fleur,The Cinematic Orchestra,2007
a36e511db4fd2fb76a7f51a29580011487490a2e,SOEPHSW12A6D4FAF7B,Love Will Keep Us Together,2,Love Songs #1's,Captain & Tennille,1977
7892d4786beee95dd146e04ef673e7f647dd5067,SOZRQQV12AF72A15B4,Street Carp (LP Version),1,White Pony,Deftones,2000
c6df95bfc983d295bb122cb84d223fd0293e0e2b,SOINADV12AF72A54C3,Miles Davis & The Cool,1,The '59 Sound,The Gaslight Anthem,2008
b0d8e05a7f1653822fe8360485cd9b63fd93d125,SOJKHBI12A8C131F9A,Mudhouse/Gypsy MC [Live from Amsterdam],1,We Sing.  We Dance.  We Steal Things.,Jason Mraz,0
0f0a17e2a1b114d10cf57f7eb87cf6af52d6001b,SOHPEHW12A8C142D7E,Everybody's Free,2,Everybody's Free,Rozalla,1991
802450f269b99487144b0ce8e73d246064cc1ef5,SOXAQJS12AB018CBF7,Resistance,1,The Resistance,Muse,0
2f96185004272ef81d184a9d1dd4774d687e3c6f,SOSNJIT12A8159E8DB,Electric Avenue,3,Lost & Found:  Eddy Grant,Eddy Grant,1982
adbed9787d98a04b4cfa4bd07037acf41c208eea,SOHGVQA12AB0186DC9,I Won't,1,Breakthrough,Colbie Caillat,2009
fa8c47bc44510c0e76d9f98dc1a3fd85684925c8,SOBNJZN12A67ADE984,Keep The Car Running,1,Neon Bible,Arcade Fire,2007
19df3fa7a494a0e6c88a4b0b794d73f72900a565,SOVWNPI12AF729F2FD,Slow Down,1,Hymns For A Dark Horse,Bowerbirds,2007
ec779170a71bea9b2d65881fc788903b7ec80143,SOTODTI12A8C1402D3,I'm Sleeping In A Submarine,1,EP,Arcade Fire,2003
143f3ef9a47c562d8dec2d24f6d03d22fe6aa394,SOZUINS12A8C1397B8,Let's Face It,1,Secrets On Parade,Tim Christensen,2000
2547a4fa94666ed6a6e1e830a5450007d5693b52,SODAQVH12A6D4F794D,Ghir Enta,5,Deb,Souad Massi,2003
5093679551cb731d8485f2b9c6f3ef64733dc62c,SOSTGDA12A6D4F7674,Brillante sobre el mic,1,El Amor Después del Amor,Fito Paez,1992
783c6b0e1cca150014e5f150f0ace9c91d167371,SOWATND12A58A783D8,Starchildren,1,Accident Of Birth,Bruce Dickinson,0
6d3c1e4f40eed57be63db5b548be1717f594afe9,SOBTEDP12A6D4F970F,By The Time I Get To Arizona,1,Apocolypse '91  The Enemy Strikes Back,Public Enemy,1991
d827ed34be40e0dc09369af08ec8db318a59e4c1,SOBBAFQ12A8C141BF2,At The Beach,1,Mignonette,The Avett Brothers,2004
a4dd2718433f138a53cc3af79d664adf7c6b048c,SOHTDUI12A8C136662,Pale Blue Eyes,7,The Velvet Underground Story 2CD Set,The Velvet Underground,1969
ccb83867dbbf2794f2144ae2f3a620bd1871764d,SOOFYTN12A6D4F9B35,Représente,27,Fat Come Back,Alliance Ethnik,1999
529142d7834ec0687c8db3cdf9a6e5570c75fc50,SOUUGAX12AB0187E62,Light Outside,2,Almost Everything I Wish I'd Said The Last Time I Saw You...,Wakey!Wakey!,0
78f9f36f56471183b55306cd96009e1c13b31e17,SODMIGV12A6701DE0A,Give It Up Or Turnit A Loose,2,Mama Feelgood: The Best Of,Lyn Collins,2000
