user,song,title,play_count,release,artist_name,year,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
2f659141cb0fd83e910250262b2cba5d10ffacaf,SOGEKGO12A8C142CA1,Tension,1,WLIB AM: King of the Wigflip,Madlib The Beat Konducta,0,"abstract hip hop, alternative hip hop, hip hop, instrumental hip hop, psychedelic hip hop",0.771,0.733,8.0,-7.461,1.0,0.102,0.00602,0.716,0.122,0.298,87.408,7aLfrwGK6rVdMNYSZsh75t
3478220d4abfa8a0932fe3e38b46cc34e68652fa,SOGWSEW12A8C1344E0,Never Stops,1,Microcastle,Deerhunter,2008,"alternative rock, art pop, atlanta indie, dream pop, experimental rock, indie rock, lo-fi, neo-psychedelic, neo-synthpop, noise pop, noise rock, shoegaze",0.527,0.799,0.0,-5.293,1.0,0.0358,8.46e-05,0.744,0.389,0.629,118.892,2CB1kyKsPRrGwLVN5A021W
2b3781e683526bdad33c3d90343a7f0f71fbb409,SOCFTJO12AB018CF2D,I Can Change,2,This Is Happening,LCD Soundsystem,2010,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave",0.644,0.73,1.0,-6.565,1.0,0.0287,0.00215,0.00178,0.233,0.695,116.981,2073QOEC8rBtSyTsRyaWiP
85085469129af67c94b8adebadf03e7e39ab2048,SOPXFGP12A8C13FA9F,Sunday Morning,1,Songs About Jane,Maroon 5,2002,pop,0.608,0.768,0.0,-5.227,1.0,0.0475,0.0913,0.0,0.0629,0.809,88.059,5qII2n90lVdPDcgXEEVHNy
1eaa63422634512e08b1d98b41444c5f54e0f639,SOEOVGV12AF72A1E27,Siguiendo La Luna,4,Chau,Los Fabulosos Cadillacs,1992,"argentine rock, latin alternative, latin rock, rock en espanol, ska, ska argentino",0.733,0.602,7.0,-7.65,1.0,0.084,0.0121,4.64e-06,0.0642,0.832,80.472,1orgfjGJoycODSItcGVatE
301173cb8dc38784577627fe706de37fb601dca6,SOBEVGM12A67ADBCA7,Baby Boy [feat. Beyonce],1,Dutty Rock,Sean Paul,0,"dance pop, dancehall, pop, pop rap",0.677,0.621,1.0,-5.725,1.0,0.23,0.0667,2.46e-06,0.142,0.818,91.147,0ZeFBtxHonIwxDYMu1JgiA
8772037c78b66c4654d485c528df111314c79090,SOZRIFX12A8C142691,Tú,5,Shakira MTV Unplugged,Shakira,1998,"colombian pop, dance pop, latin pop, pop",0.567,0.333,0.0,-8.818,1.0,0.0258,0.714,4.53e-06,0.25,0.208,139.807,6ZEVQ2whiJvhjCNAOJ0DC3
8772037c78b66c4654d485c528df111314c79090,SOZRIFX12A8C142691,Tú,5,Shakira MTV Unplugged,Shakira,1998,"colombian pop, dance pop, latin pop, pop",0.567,0.333,0.0,-8.818,1.0,0.0258,0.714,4.53e-06,0.25,0.208,139.807,6ZEVQ2whiJvhjCNAOJ0DC3
49a46d5855f158d82dae04d616ee2a20b337feb2,SOTFAGD12A8C13C43C,The Girl You Lost (Sander van Doorn Edit),1,The Girl You Lost,Sia,0,"australian dance, australian pop, pop",0.756,0.505,11.0,-12.567,0.0,0.0804,0.00412,0.881,0.471,0.103,128.066,223Vmr6rEbuujhHLFpsgVj
458df5da39eb1bb2b7e748a8e378aa1a09023878,SONAZWN12A8151C957,White Winter Hymnal,5,White Winter Hymnal,Fleet Foxes,2008,"chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler",0.628,0.5,6.0,-9.66,0.0,0.0268,0.44,0.0,0.244,0.68,124.932,0GegHVxeozw3rdjte45Bfx
a2a657f4002bf7aa9c8e179f932a10de817f4f40,SOHTYIR12A8C135EFE,Don't Speak,4,Death By Sexy,Eagles Of Death Metal,0,"garage rock, garage rock revival, modern blues rock, palm desert scene",0.598,0.911,8.0,-3.753,1.0,0.12,0.00679,0.00508,0.656,0.601,136.749,0M8v2TOIH4jkFXvU6IJHYd
016b62c8073946a1d21ae757b9c55c570627f0f8,SODMGWM12A8C13F313,Dry Spell (LP Version),3,Kona Town,Pepper,2002,,,,,,,,,,,,,
834235a86e0dcf8cac6fb7c5e716b21383473339,SOEYNMS12A6D4F7BC8,Heebie Jeebies,2,Digital EP,The Puppini Sisters,2006,"easy listening, swing, swing revival",0.818,0.414,10.0,-8.703,1.0,0.195,0.829,0.0,0.0918,0.49,110.123,0FmMQ6orCCqw3wgNf8Cn5i
23e179de4d17a2e86c81125c21cdb409267e2b62,SOATKNE12A6D4F79DB,Suspicious Character,2,Suspicious Character,The Blood Arm,2006,,0.649,0.896,2.0,-3.433,1.0,0.0427,0.0024,0.0,0.0752,0.815,103.253,2k6rBzvT0n3k4bjK02uAq6
71e609c0c3fc999208a42584dfa4cdbc7f74ef02,SOSAFRM12AF72A9768,The Second You Sleep,3,The Second You Sleep,Saybia,2002,danish pop rock,0.36,0.454,4.0,-6.026,1.0,0.0311,0.219,0.0,0.361,0.116,71.75,5MzphLubufqPp6GYQAjhQD
5c25fab3ae40650e8b97ae3ab141107c40c11cad,SOTMTTY12A6D4F95A1,Prenzlauerberg,1,The Gulag Orkestar,Beirut,2006,"albuquerque indie, baroque pop, chamber pop, indie rock, indietronica, stomp and holler",0.239,0.896,3.0,-5.037,1.0,0.116,0.51,5.34e-05,0.352,0.474,129.913,05EBQ0Z7oHHRGBKCqY2xwv
d6dede7109f87b39ac13b1f6153e45ea98510abb,SOKAESA12A8C1410A1,Como Un Sueño (Am I Dreaming),2,9 Lives,Kat DeLuna,2007,"dance pop, post-teen pop",0.614,0.739,1.0,-4.576,0.0,0.0411,0.18,0.000598,0.228,0.937,161.907,5rCtZyJXi84Ec5jSHZovfc
711d980dffd0a2f9487a4a4324e180d91eb70b8b,SOJSTYO12A8C13F200,Breakdown,2,In Between Dreams,Jack Johnson,2005,neo mellow,0.773,0.394,0.0,-9.252,1.0,0.0516,0.627,1.36e-05,0.0953,0.443,74.977,3cnRYoW4nYzIuVPCp7k5iG
467b105273a7e577928d173beb62cc80e1eabbe8,SOIHJEU12A8C137531,Devuélveme la vida (Dúo con Malú),1,Otra Piel,Antonio Orozco,0,,,,,,,,,,,,,
953e8e169e9d06184943aa295be44bc5075d1ffb,SOGMPOZ12A6D4F72B1,Injection,1,The Sufferer & The Witness,Rise Against,2006,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, post-grunge, punk",0.42,0.996,8.0,-2.961,0.0,0.0804,0.000229,0.00042,0.0897,0.433,105.686,1wVUjggKup9hP2jd24gLSg
cccfef3173785fe22d559f8127e2657499718204,SOLIXLN12AB0189283,Moment Of Truth ( LP Version ),1,Unusual Heat,Foreigner,1991,,,,,,,,,,,,,
a28ff8e4d0f6630c5ea8019e19ada9051298e7e2,SOLRPJX12A58A79808,Live And Let Die,1,Use Your Illusion,Guns N' Roses,1991,"glam metal, hard rock, rock",0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,0rFWuqFgHAfuzE8uSB9TWR
a28ff8e4d0f6630c5ea8019e19ada9051298e7e2,SOLRPJX12A58A79808,Live And Let Die,1,Use Your Illusion I,Guns N' Roses,1991,"glam metal, hard rock, rock",0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,0rFWuqFgHAfuzE8uSB9TWR
f24abc8c5277a38dc1c0ade6c1fe7b9965fb6639,SOLGLUC12AB018A8FA,Frisch und g'sund,3,Musik mit Herz und Schwung,Die Mooskirchner,0,zillertal,0.746,0.727,5.0,-10.053,1.0,0.0406,0.604,0.894,0.0434,0.984,137.1,2mxd6wnlVwLyfm03OurmED
7c5f950e990554ea1015873a5fc47bc648bcb44b,SOGZSLT12A81C2032D,I Remember Nothing [2007 Re-mastered Album Version],1,Unknown Pleasures [Collector's Edition],Joy Division,0,,,,,,,,,,,,,
9e4b15d61f45d09eb5ed870f09f499814772d078,SOBAKOT12A67021B3D,All Along The Watchtower,1,South Saturn Delta,Jimi Hendrix,1970,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",0.438,0.805,8.0,-6.237,1.0,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,2aoo2jlRnM3A0NyLQqMN2f
ce7066c3349282418dfa77702daf389da1e872ad,SOPIDWP12AB0184DFA,G4L,1,Rated R,Rihanna,2009,"barbadian pop, pop, urban contemporary",0.36,0.721,7.0,-4.542,0.0,0.0448,0.071,0.0,0.382,0.216,137.783,0gzpfUezy3wdktjC2SD1FY
4e2e3a36283806ac7ea988385bc39727eef2c948,SOWEMHJ12A8C13495C,Devil's Slide,1,Engines of Creation,Joe Satriani,2000,"hard rock, instrumental rock, metal guitar, shred",0.411,0.752,2.0,-6.662,1.0,0.034,0.000853,0.929,0.252,0.269,155.363,6KW3yaXzsJcOU8RtLsy7PW
3b928db5025ee14d9e689d5da481c925f7603526,SOXBPBX12AB0183CD1,Nothing Even Matters,1,The Miseducation of Lauryn Hill,Lauryn Hill Featuring D'Angelo,1998,,,,,,,,,,,,,
a90fa75185d79eeaf71ab02a33f4b9ba476f8d11,SOAVIXM12AF72A4829,Keep Hope Alive,7,Vegas - (10th Anniversary Edition),The Crystal Method,1995,"big beat, breakbeat, electronica",0.545,0.971,5.0,-9.097,1.0,0.0567,0.00113,0.891,0.0876,0.35,125.035,3MmAMXCl5e3oJFMzhpfXkM
c12501f2408a09078f301fc7490eab6cff8c7d5a,SOABGZY12AB018B950,These Sonnets Of Our Lives,1,Lay Waste The Poets,Inked In Blood,2006,christian hardcore,0.25,0.902,7.0,-3.45,1.0,0.207,0.000389,0.0,0.334,0.401,156.581,6iMq9V0ts9BazOuW5elMjB
a0506a5dcfd11ab78487fb6f1c1b482209bf6475,SOYVSHP12A6702016E,Never As Tired As When I'm Waking Up,1,LCD Soundsystem,LCD Soundsystem,2005,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave",0.647,0.482,2.0,-6.631,1.0,0.0262,0.408,0.0222,0.199,0.359,125.816,7gTMsKyhm6vuUWoxRaFpsJ
8b9355b39ea9430e0b60f77c9c4909926da76779,SOAJZYT12AB018AE46,You Love Me Anyway (Album),8,These Simple Truths,Sidewalk Prophets,2009,,,,,,,,,,,,,
2a336af41aaf36b8134dd41101f3c4a0987cc80a,SOCZPAT12A67ADE983,Black Mirror,1,Neon Bible,Arcade Fire,2007,"alternative rock, baroque pop, canadian indie, canadian indie rock, chamber pop, indie rock, indietronica, modern rock, permanent wave, quebec indie, rock",0.526,0.83,10.0,-9.727,0.0,0.038,0.0618,0.398,0.112,0.187,124.051,16dTcp6dokMKhm1Guz9K2W
7fe4b2c5dd3d2c7d4c7239c96a0ddb7eec336d3b,SOKXLFB12A8C137805,11 am,1,Morning View,Incubus,2001,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock",0.469,0.669,0.0,-7.357,1.0,0.0314,0.0486,0.577,0.111,0.297,153.976,23Cr3klTV6cX5zuv8AySyI
517bf5132808ceb587d3486b715c577826352de7,SOAPHBN12AF72A60EF,Get Innocuous! (Soulwax Remix),2,Someone Great,LCD Soundsystem,2007,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave",0.67,0.997,0.0,-5.822,1.0,0.0448,0.0755,0.711,0.237,0.704,118.01,37PHS1rBiEomr86HiJyil3
87830e744235afb15b80e0be03db42c8f5fcb660,SOFTWWH12AB017AD0E,Not Fair,3,Ö3 Greatest Hits 46,Lily Allen,2009,"dance pop, electropop",0.718,0.806,5.0,-9.191,1.0,0.0376,0.052,0.0137,0.0932,0.929,121.488,3NHXj1DBuoxA7HL0xfQAZC
87830e744235afb15b80e0be03db42c8f5fcb660,SOFTWWH12AB017AD0E,Not Fair (Clean Radio Edit),3,Not Fair (Clean Radio Edit),Lily Allen,2009,,,,,,,,,,,,,
338863ce9856c39041a1b64bff3e3e311131fc05,SOVVPFA12AB01861A1,Mesie Julian (Album Version),9,El Turista,Josh Rouse,2010,,,,,,,,,,,,,
0f63df132c23da240ef52a56b3dad7cc47379994,SOADKLQ12A67AD80BC,You Weren't There,13,You Weren't There,Lene Marlin,2003,norwegian pop,0.516,0.756,8.0,-5.401,0.0,0.0275,0.00684,0.00466,0.116,0.324,118.796,3cFSX3IMMqXvRhJdT6Dq3I
0fadc81919c67afdca46584f4eac8b5986cd8c40,SOKJJMK12A8C13B295,In The Garden,2,Who Needs Pictures,Brad Paisley,1999,"contemporary country, country, country road",0.408,0.142,7.0,-14.4,1.0,0.0298,0.923,1.72e-06,0.083,0.159,86.512,4rtKhhcFxtvocQ0n4pqAoG
474c4119c5bc83e4db6e05ab9e62facefff3b21a,SONKFWL12A6D4F93FE,Crescendolls,2,Discovery,Daft Punk,2001,"electro, filter house, rock",0.697,0.75,5.0,-8.503,0.0,0.0721,0.0035,0.922,0.0889,0.937,124.048,6vuPZX9fWESg5js2JFTQRJ
bff699d48db923070e4b9423392fb658d9d87364,SOLLNTU12A6701CFDC,Kryptonite,2,Total 90s,3 Doors Down,1997,"alternative metal, nu metal, post-grunge, rock",0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,6ZOBP3NvffbU4SZcrnt1k6
bf2a941b0783ce22ae32b5a94a3529049ae705fe,SOJSUIS12A8C13BDC4,Everybody Wants To Rule The World,3,Gold,Tears For Fears,1984,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE
88aaf24705a476db7fb678e483d3db0b97d39022,SOMMJUQ12AF72A5931,Your Protector,2,Fleet Foxes,Fleet Foxes,2008,"chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler",0.539,0.521,4.0,-8.541,0.0,0.0276,0.531,0.00452,0.0724,0.127,99.998,4fuVAz1Epsftsv71dkGOZY
e51085240a319cd9b7b4c6d2b57f905eb3bb4d8f,SOZFSQT12A67ADE650,Secret Love,1,Get Your Number / Shake It Off,Mariah Carey,2005,"dance pop, pop, urban contemporary",0.638,0.799,0.0,-5.885,1.0,0.138,0.0625,1.63e-06,0.121,0.762,178.71,1jpQFCa60KDXScn2ZzvwUq
0f0682dcb8531070396888574954b9051ce98539,SOFJGYY12A6D4F8A9A,Red Earth Walkabout (Album Version),1,Enter The Earth,Burning Sky,1999,,,,,,,,,,,,,
b4e681f97af50e83cfa574d2c184818cbe1bb757,SOBXMUO12A6D4F58F3,Concertina,2,Scab Dates,The Mars Volta,2001,"el paso indie, garage rock",0.201,0.784,0.0,-4.297,0.0,0.0508,0.000389,0.0217,0.0498,0.217,171.431,2P1qDEybMfCl9b51DxXTfm
b254a838b181f4dfb1f3388c26843e4ecfd5b7a0,SOTHPIK12A58A78A12,Grounds Around,1,Memory Shell,Aes Dana,2004,"ambient psychill, ambient trance, psychill",0.294,0.346,11.0,-16.412,0.0,0.0347,0.888,0.931,0.105,0.0522,138.002,2KoIDBoJ5o03NkKJCm7sYQ
355db726869cc5d9060054772e8a70f0a590ac49,SOWEHOM12A6BD4E09E,16 Candles,75,16 Candles,The Crests,1988,"doo-wop, rhythm and blues",0.548,0.332,10.0,-13.075,1.0,0.0285,0.824,0.0,0.302,0.653,114.671,7u4cRwR5sdV874GRRLWXp7
803bb8af837f4d6ee02b9aa5f0064df103af630c,SOSXPEQ12AB0180E9E,Good Bye Emily (feat. Gabriella Hanninen),1,Café Zen - Luxury Chilled Grooves,Parov Stelar,0,,,,,,,,,,,,,
4f8f761116e248499846c17497998921bbeb7580,SOACMJT12AB017E0A4,LA,1,Brass Knuckles,Nelly / Snoop Dogg / Nate Dogg,2008,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",0.632,0.776,1.0,-4.714,1.0,0.259,0.0337,0.0,0.165,0.544,83.315,1MtorXgEtgzqaKaZhhAYaC
c670ced2e9a56a476c5e6082b09e7026b1de41b3,SOVUAVC12AB018AB90,Darlin',8,The Story and The Song,Between The Trees,2006,"piano rock, pixie",0.504,0.638,2.0,-4.364,1.0,0.0376,0.0344,0.0,0.106,0.349,144.974,6JPV3N5ih4mIBOA2UOS57j
8829802d4e82ef9cde952b37f5c6fb79a0ef2e53,SORVEKH12A6D4F6CF2,Mony Mony (Downtown Mix),2,Original Hits - Pub Jukebox,Billy Idol,1985,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",0.742,0.743,10.0,-6.293,0.0,0.0508,0.00935,0.0,0.22,0.485,135.012,2LbkpJUH052AvFcNIgjHTO
5351ae88ac160dbcd5c9d69063d18a71bdbb67a5,SOCDKXP12A6D4FAB20,Daylight Dies (Album Version),1,As Daylight Dies,Killswitch Engage,2006,,,,,,,,,,,,,
cd8bc3803b952294e54cc7a8f4c1d4f7d83e3356,SOBCOYF12A58A7B527,Only You,1,We Were Here,Joshua Radin,2006,"acoustic pop, neo mellow",0.545,0.255,8.0,-14.844,1.0,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,2ZaYFNn1YQuLSVdHhanr4Q
ad7938568cc5c47a76fd54824e8425d693f81d0c,SOWFWLQ12A6701FB86,New York,1,Magpie,Stephen Fretwell,2005,acoustic rock,0.6,0.217,2.0,-13.83,1.0,0.04,0.885,9.57e-06,0.121,0.315,118.644,3HC6uSt6Ymhyd5aKtrpUPb
eaa14734842f4fb51ca92ae04e3e74fe03826757,SOYJLNR12AB01802A7,Sit Down By The Fire,1,Sun Gangs,The Veils,2009,modern alternative rock,0.181,0.78,4.0,-5.843,1.0,0.0539,0.198,0.0,0.113,0.425,65.096,3BIpBrGla2UQsWBG6OEHMW
80b4e588032e126af1cc415627aaed3bc240b369,SOOKDAF12A8AE46BA7,The Cage,1,The Invisible Band,Travis,0,britpop,0.22,0.531,5.0,-8.029,1.0,0.0309,0.129,1.14e-06,0.154,0.318,82.782,3sATti6ZbI6wGlbYGDhhXp
3723d425c10e3057958687ded1ed59089d3e4c1d,SOKVBCH12A8C1316F6,Wooden Heart,1,Neptune,The Duke Spirit,2008,garage rock,0.483,0.366,9.0,-10.575,1.0,0.0298,0.684,1.35e-05,0.147,0.242,90.041,1Ywx7vwpQl4pioEbSTPDF8
63d16f0f9dfb90efd4678052bf17def4325d914d,SOADMKP12A8C13BAA4,Champagne's For Celebrating (I'll Have A Martini) (Album),10,A Lesson In Romantics,Mayday Parade,2007,,,,,,,,,,,,,
74d3030119731e0cb45568a8e338f2faae41747c,SOPIKEG12A58291636,Stickin In My Eye,1,White Trash ......,NOFX,1992,"punk, skate punk, socal pop punk",0.299,0.97,9.0,-7.494,1.0,0.0799,0.0011,0.00752,0.0994,0.232,153.528,46mov5j25a6BXrxNQKUwiA
df3f5cfb9ddc62bec51871d3b3c35a1452d38b36,SOVMGXI12AF72A80B0,Hey Mama,5,Elephunk,Black Eyed Peas,2003,"dance pop, pop, pop rap",0.865,0.876,11.0,-6.339,0.0,0.241,0.106,1.1e-06,0.597,0.941,100.175,3KDCYRQl4O681lkYI2sCqE
4bcfb7333fabdda43a99415fdd50b57ebc5c7915,SOATRPK12A6D4F6208,Tell Me Why,1,Lost And Found,Will Smith / Mary J. Blige,2005,"hip hop, pop rap",0.649,0.914,4.0,-2.46,0.0,0.183,0.165,0.0,0.164,0.686,158.139,2EsptsXgreSezGFu5MS6nm
ecf87c34156e4b8caa9b07c9f618877962cef6d6,SOOAAGD12AB017BCDA,Blister In The Sun,1,Violent Femmes,Violent Femmes,1983,"acoustic punk, alternative rock, punk",0.726,0.537,0.0,-8.896,1.0,0.114,0.316,0.0,0.0707,0.882,96.889,7jIAttgQTpLDoNtykIQXjH
96d23b98e6b7385bfc700c7605e14b1b71d02741,SOVOHCH12AB0184593,Ray Gun,2,Ray Guns Are Not Just The Future,the bird and the bee,2009,la indie,0.498,0.515,0.0,-9.78,0.0,0.0298,0.596,0.000148,0.122,0.358,169.924,5tkZLUjsGTbyGTkAb9FcBs
7b99d03e5467c6108d815046b5d4748da685b32a,SOBYSRH12A8C13AE98,Heavy Water,1,Antidotes,Foals,2008,"alternative dance, garage rock, indie rock, indietronica, modern alternative rock, modern rock, oxford indie, shimmer pop",0.386,0.851,1.0,-6.837,0.0,0.0407,0.0221,0.683,0.12,0.645,141.591,2sTTfRFHqGp9vIcxOSzh2t
25abb520522719bbe3c2836a69f4b8d9b1ede9f0,SONPHBU12A6D4F80BC,Pump It Up,1,Running Trax,Danzel,2004,,0.803,0.927,11.0,-6.19,0.0,0.0619,0.067,6.49e-06,0.933,0.862,129.011,0eMVfsENqZ42yZBrIXLUG0
a175267d1940af380d0eaa9bfd6a636c921c052f,SOSUWJE12AB0184567,My Love,1,Ray Guns Are Not Just The Future,the bird and the bee,2009,la indie,0.69,0.523,0.0,-8.203,1.0,0.08,0.157,0.00149,0.131,0.625,142.034,1Y0iQblBDaw2qMutZqGoUH
783c98104b44dce35d95ed9df51dad696ff725f6,SOUNZHU12A8AE47481,I CAN'T GET STARTED,1,It's The Time,Ron Carter,0,,,,,,,,,,,,,
424465fa3abda22303af57ce8086878855495667,SOOSYMC12AB018AE16,You Are My Hiding Place (Album),7,Max Lucado: Fearless Worship,Selah,0,,,,,,,,,,,,,
66026b0f6555ebaadaccc52e80ae53e19c821425,SOPJGJE12A5891F834,Wave Goodbye (Real/Rhapsody Version),1,Live In The Studio,Steadman,0,,0.299,0.696,0.0,-8.66,1.0,0.0277,0.0103,2.89e-06,0.166,0.32,84.128,1LGsOsFNSMctDKcpc439fK
6fda81cdf6b0c7b5b3a6a1083a6a3ad56ee49091,SOSQIHH12A8C13370B,15 Step,1,In Rainbows,Radiohead,2007,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",0.598,0.854,1.0,-7.584,1.0,0.0422,0.0477,0.338,0.0934,0.844,94.458,4oXg7xT4ksBxHTx8PcmSXw
1b496182e4b85f4c2a9fe2c198d0322c2ce90b3a,SOQGJZA12A8C1367AE,Thinking Of You,1,One Of The Boys (iTunes Exclusive),Katy Perry,2008,pop,0.431,0.803,4.0,-4.459,1.0,0.0364,0.00167,0.0,0.331,0.309,147.048,3c9LVPh3MpeFoaAL5DBDK5
1a8b68ce676d74f55db4126fa4c3477bfbc2f938,SOAOLBY12A8C131ADC,Hunted Down (Album),1,Dry As A Bone/Rehab Doll,Soundgarden,0,,,,,,,,,,,,,
8104cd5ecbbd3869bb1ef20551ee7e376cc0a34f,SOZTTOJ12A6D4F9955,A Song For You,6,Retrospective,Leon Russell,1970,"blues rock, country rock, folk, folk rock, heartland rock, mellow gold, outlaw country, piano rock, roots rock, singer-songwriter, southern rock, swamp rock",0.48,0.0871,5.0,-22.005,1.0,0.0442,0.973,2.67e-06,0.148,0.205,118.036,2l9UM2IVGSulrohfekmKdr
cf5cbdf17f079d74a10cd4693e63b479445caed3,SOPREHY12AB01815F9,I'm On A Boat,1,Incredibad,The Lonely Island / T-Pain,2009,karaoke,0.639,0.705,9.0,-7.431,0.0,0.0323,0.000257,0.000793,0.0933,0.39,149.959,7wwhDmpjiy1rzJ3zWy5zur
aecfcdf235ee0ccad4556739f261ed98850c8a31,SOFHRKF12A6D4F8B64,Beautiful Day,1,Move By Yourself,Donavon Frankenreiter,2006,,0.796,0.225,9.0,-12.963,1.0,0.0528,0.861,0.000216,0.086,0.55,102.461,7MpEUigVg8fKHyyEKM1WNT
24c66fbbaacff8c23a0075d72eabc0e3425b4797,SOKLCXM12A8BEE959E,Rebelion,6,30 Pegaditas De Oro,Joe Arroyo,0,"salsa, salsa colombiana, tropical",0.565,0.778,1.0,-7.07,1.0,0.0586,0.426,0.0135,0.263,0.815,105.807,3v32VtMTRZbIQJUFsQpeJD
079d6e069022246dad606591604e38269f0659b2,SOEBYTE12A8C14389C,Estoy Aquí,1,The Remixes,Shakira,1995,"colombian pop, dance pop, latin pop, pop",0.732,0.814,2.0,-7.716,1.0,0.0402,0.0307,0.0,0.0691,0.782,116.973,4M1lEbqPzlEw1JYWB6aE7K
079d6e069022246dad606591604e38269f0659b2,SOEBYTE12A8C14389C,Estoy Aquí,1,The Remixes,Shakira,1995,"colombian pop, dance pop, latin pop, pop",0.732,0.814,2.0,-7.716,1.0,0.0402,0.0307,0.0,0.0691,0.782,116.973,4M1lEbqPzlEw1JYWB6aE7K
678f4c6de0acd1624d7dd3305b35c0bb08dc1be3,SOVWREC12AB018101A,Staying Fat,7,Bloc Party EP,Bloc Party,2004,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",0.209,0.98,6.0,-4.144,0.0,0.201,0.0141,0.00618,0.0661,0.35,188.651,0BwMJ2rkYRXwhUqPCmlxC7
7b5749a40319c40d676724b67720210b839d7626,SOBNLQK12A8C131F2E,I'm Yours (Album Version),1,We Sing.  We Dance.  We Steal Things.,Jason Mraz,0,,,,,,,,,,,,,
e1ba7aceecc410a15320621a20753cd86bc429f6,SOZRONU12A8C1368E1,Four Kicks,1,Aha Shake Heartbreak,Kings Of Leon,2004,"modern rock, rock",0.347,0.808,5.0,-5.59,1.0,0.0609,0.00146,0.00771,0.439,0.782,168.126,6OfJncsfsDNIEFGFeoDMjH
4a9b8109e320ff8a86a0925cfa87b81ed6e9a5ae,SOPAWLL12A6D4F8B42,Something (Radio Edit),4,Positiva Presents.....Track Record: The Complete Box Set - Volume 1- 8,Lasgo,2002,"belgian dance, belgian pop, eurodance",0.653,0.983,7.0,-6.677,0.0,0.0452,0.0304,7e-05,0.332,0.356,140.014,0lUe56F55xhdTb4bhoLOwO
ef7578bba77c75e5b622f7fa6d5a617619e1cdba,SOHESFT12A8AE4916C,Everybody´s Free,17,Everybody´s Free - Taken From Superstar Recordings,Global Deejays Feat. Rozalla,0,,,,,,,,,,,,,
88b096607ab1e30b0748901bfd3905ce355141c4,SOAECLL12A58A7E668,Deireadh An Tuath,1,The Celts,Enya,1987,"celtic, gregorian dance, operatic pop",0.144,0.164,2.0,-22.481,1.0,0.0375,0.87,0.0675,0.106,0.0377,57.008,2n7XFI9ZcQOrYxYYHBoDde
44adc83016c7b6be4c65b1915ba0123f53a6d91a,SOJDOJC12A8AE46372,Gravity,1,Ultimate GRAMMY Collection: Contemporary Pop,John Mayer,0,"neo mellow, singer-songwriter",0.753,0.326,7.0,-9.883,1.0,0.0342,0.731,0.00131,0.24,0.237,123.799,3SktMqZmo3M9zbB7oKMIF7
44adc83016c7b6be4c65b1915ba0123f53a6d91a,SOJDOJC12A8AE46372,Gravity,1,Continuum,John Mayer,0,"neo mellow, singer-songwriter",0.753,0.326,7.0,-9.883,1.0,0.0342,0.731,0.00131,0.24,0.237,123.799,3SktMqZmo3M9zbB7oKMIF7
2e7388eed6a163e7914e93e29f94006792d69075,SOFLHGW12A8AE474E0,Loomer,1,Loveless,My Bloody Valentine,1991,"alternative rock, dream pop, noise pop, shoegaze",0.0931,0.433,3.0,-15.499,1.0,0.039,3.37e-06,0.835,0.148,0.453,87.607,1kAQmY7yNW6LFdDftDbe1X
5793e7e4490e49b3cc636395385136a40d8984f4,SOHZIGA12A8C132D9C,Awa Awa,3,Welenga,WES,1996,"chicago rap, hip hop, rap",0.239,0.25,6.0,-11.414,1.0,0.0289,0.76,0.0,0.124,0.564,172.338,6MgGapP3EPFm9kYUvYBTZR
f96a244e36517f3570d8fe45dca5e5b7726dd4f1,SOTYIAV12AF729BFDE,It's Alright,1,Forever My Lady,Jodeci,1991,,,,,,,,,,,,,
